Feature,Subgroup Range,AUC >0,AUC >1,AUC >2,Spearman Corr >0,Spearman Corr >1,Spearman Corr >2,Max AUC,Max AUC,Mean AUC
Alb,"Others, None, NAFL, Probable NASH",0.793646305,0.781860601,0.621710526,0.482052972,0.372037385,0.047833637,0.793646305,0.781860601,0.732405811
SBP,NAFL,0.598214286,0.519607843,0.781818182,-0.044716406,0.020868381,0.179830591,0.781818182,0.781818182,0.633213437
FIB-4,Cirrhosis,0.595238095,0.781818182,0.68,-0.137252703,-0.379481217,-0.163411434,0.781818182,0.781818182,0.685685426
PT INR,NAFL,0.678571429,0.668300654,0.781818182,-0.081350118,-0.179225053,-0.179935789,0.781818182,0.781818182,0.709563421
SMA (Area),"Others, Probable NASH",0.745571659,0.781135531,,0.410721612,0.440895404,,0.781135531,0.781135531,0.763353595
Liver (HU),"None, NAFL, Probable NASH",0.728627451,0.74962963,0.78,0.314918976,0.353816743,0.120761473,0.78,0.78,0.75275236
Age,"Others, Probable NASH, NASH, Cirrhosis",0.576068003,0.700641026,0.779139073,-0.110896385,-0.34112669,-0.233460156,0.779139073,0.779139073,0.685282701
ALT,Cirrhosis,0.817460317,0.777272727,0.51,-0.457718637,-0.373531622,0.009082573,0.817460317,0.777272727,0.701577682
VFA (Area),"Others, NAFL, Probable NASH",0.802170868,0.776339446,0.73828125,0.43032028,0.388332284,0.101594447,0.802170868,0.776339446,0.772263855
Sex,"Others, None, NAFL, Probable NASH",0.567307692,0.65106445,0.776315789,0.127852078,0.230721119,0.125656172,0.776315789,0.776315789,0.664895977
Liver (HU),"Others, Probable NASH",0.657809984,0.774725275,,0.263939135,0.430842414,,0.774725275,0.774725275,0.716267629
VFA (Volume),"Others, NAFL",0.693239796,0.683760684,0.774390244,0.315581629,0.163952347,0.144921461,0.774390244,0.774390244,0.717130241
Liver (HU),"Others, None, NAFL, Probable NASH, NASH",0.70631177,0.774354281,0.726829268,0.31367033,0.438362812,0.165475188,0.774354281,0.774354281,0.735831773
VFA (Attenuation),"None, NAFL",0.727857143,0.773333333,0.683544304,-0.364640891,-0.247991935,-0.098675232,0.773333333,0.773333333,0.728244927
SBP,"Others, None, NAFL, Probable NASH",0.625754148,0.583989501,0.773026316,0.206104584,0.110680808,0.107128464,0.773026316,0.773026316,0.660923322
CAP,"Others, Probable NASH",0.834138486,0.772893773,,0.559602263,0.428545667,,0.834138486,0.772893773,0.80351613
Liver (HU),"Probable NASH, NASH",0.716019417,0.771985816,0.651515152,0.141960399,0.467623817,0.138052561,0.771985816,0.771985816,0.713173462
Liver (HU),"None, NAFL, Probable NASH, NASH",0.745825201,0.771733731,0.716853933,0.307583391,0.449297862,0.168583948,0.771733731,0.771733731,0.744804288
Weight,"Others, Probable NASH",0.76610306,0.770604396,,0.445215191,0.424527154,,0.770604396,0.770604396,0.768353728
SMA (Area),"Others, Cirrhosis",0.614718615,0.502040816,0.769230769,0.193763448,-0.002049549,0.176162192,0.769230769,0.769230769,0.6286634
CAP,"Others, NASH",0.790605546,0.767922554,0.66953125,0.481895604,0.462030248,0.169188384,0.790605546,0.767922554,0.74268645
Height,"Others, Probable NASH",0.658615137,0.767399267,,0.26555217,0.419774408,,0.767399267,0.767399267,0.713007202
VFA (Volume),"Others, None, NAFL, Probable NASH",0.745286576,0.766404199,0.720394737,0.401841325,0.350916563,0.08644046,0.766404199,0.766404199,0.744028504
Waist,"Others, Probable NASH",0.776167472,0.765567766,,0.461893486,0.416481,,0.776167472,0.765567766,0.770867619
SFA (Attenuation),"Others, None, NAFL",0.519230769,0.594771242,0.764150943,-0.033287243,0.075203451,0.123368869,0.764150943,0.764150943,0.626050985
Liver (HU),Probable NASH,,0.763809524,,,0.455308291,,0.763809524,0.763809524,0.763809524
VFA (Area),"None, NAFL, Probable NASH",0.76627451,0.761481481,0.732,0.366775274,0.370615164,0.100059506,0.76627451,0.761481481,0.753251997
Liver (HU),"Others, NAFL, Probable NASH, NASH",0.668632075,0.760969697,0.706629834,0.218160914,0.429912689,0.159439353,0.760969697,0.760969697,0.712077202
Alb,"None, NAFL, Probable NASH",0.854509804,0.76037037,0.576,0.489474817,0.369917992,0.03285607,0.854509804,0.76037037,0.730293391
SBP,"Others, NAFL, Probable NASH",0.638830532,0.572455951,0.759765625,0.19779633,0.101865869,0.110804092,0.759765625,0.759765625,0.657017369
VFA (Volume),"None, NAFL",0.659285714,0.664444444,0.759493671,0.254905701,0.1491984,0.139506363,0.759493671,0.759493671,0.694407943
Liver (HU),"Others, NAFL, Probable NASH",0.62780112,0.732829917,0.7578125,0.182001046,0.32718953,0.109921861,0.7578125,0.7578125,0.706147846
Sex,"NAFL, Probable NASH",0.75,0.641325536,0.757425743,0.098058068,0.248629442,0.142092415,0.757425743,0.757425743,0.716250426
CAP,"Others, None, NAFL, Probable NASH, NASH",0.773360288,0.75721985,0.706585366,0.416692588,0.412057059,0.151099929,0.773360288,0.75721985,0.745721834
eGFR,NASH,0.73245614,0.70979021,0.757075472,0.19935785,0.349022766,0.300655023,0.757075472,0.757075472,0.733107274
VFA (Attenuation),"Others, NAFL, Probable NASH",0.642507003,0.756921971,0.515625,-0.202943632,-0.361045435,0.006661931,0.756921971,0.756921971,0.638351324
SMA (Area),"None, NAFL, Probable NASH",0.510784314,0.677222222,0.756,0.01485469,0.251189257,0.110410651,0.756,0.756,0.648002179
Liver (HU),"Others, Probable NASH, NASH, Cirrhosis",0.637968614,0.755929487,0.643708609,0.201078265,0.434996483,0.120155702,0.755929487,0.755929487,0.679202237
AST,"Probable NASH, NASH",0.830097087,0.670212766,0.755050505,0.216962792,0.292692533,0.232425481,0.830097087,0.755050505,0.751786786
VFA (Attenuation),"Others, None, NAFL",0.636675824,0.754901961,0.660377358,-0.236577192,-0.20227135,-0.074902527,0.754901961,0.754901961,0.683985048
Liver (HU),"Others, NASH, Cirrhosis",0.641718642,0.754801536,0.660952381,0.229342397,0.42900935,0.15710907,0.754801536,0.754801536,0.685824186
TG,"Others, None, NAFL",0.580013736,0.508169935,0.754716981,0.13901351,0.006507154,0.119405025,0.754716981,0.754716981,0.614300217
VFA (Area),NAFL,0.803571429,0.653594771,0.754545455,0.138082144,0.163312624,0.162272266,0.803571429,0.754545455,0.737237218
Sex,NAFL,0.758928571,0.681372549,0.754545455,0.135995948,0.222681558,0.187375873,0.758928571,0.754545455,0.731615525
FIB-4_C,Cirrhosis,0.507936508,0.754545455,0.64,-0.013363062,-0.400454287,-0.148492424,0.754545455,0.754545455,0.634160654
Liver (HU),"NAFL, Probable NASH, NASH",0.694339623,0.75401979,0.691558442,0.115744341,0.431526436,0.158787571,0.75401979,0.75401979,0.713305951
SFA (Attenuation),"None, NAFL",0.652857143,0.56,0.753164557,-0.244618027,0.054437254,0.136103769,0.753164557,0.753164557,0.655340567
ALT,"Probable NASH, NASH",0.844660194,0.669503546,0.753156566,0.226523026,0.291457986,0.230687681,0.844660194,0.753156566,0.755773435
ALT,NASH,0.85745614,0.752913753,0.733490566,0.306604305,0.42082754,0.273111715,0.85745614,0.752913753,0.78128682
Weight,"Others, None, NAFL",0.724416209,0.696895425,0.752358491,0.388527976,0.156272919,0.117884917,0.752358491,0.752358491,0.724556708
Sex,"None, NAFL, Probable NASH",0.51,0.626851852,0.752,-0.015905225,0.207610076,0.125499004,0.752,0.752,0.629617284
VFA (Volume),"Others, NAFL, Probable NASH",0.761554622,0.75188781,0.703125,0.372478852,0.353971067,0.086605103,0.761554622,0.75188781,0.738855811
VFI,"Others, Probable NASH",0.836553945,0.751831502,,0.562890603,0.394938879,,0.836553945,0.751831502,0.794192724
SFA (Area),NAFL,0.607142857,0.751633987,0.663636364,-0.048734874,-0.267554725,-0.104317885,0.751633987,0.751633987,0.674137736
Liver (HU),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.666039427,0.750679516,0.688405797,0.251085878,0.395389418,0.14168627,0.750679516,0.750679516,0.701708246
VFA (Attenuation),"NAFL, Probable NASH",0.970588235,0.750487329,0.544554455,-0.159850875,-0.381635098,0.021298092,0.970588235,0.750487329,0.755210007
SMI,"Others, Cirrhosis",0.593073593,0.518367347,0.75,0.157204307,-0.018445941,0.163579178,0.75,0.75,0.620480313
LSM,"Others, Cirrhosis",0.712842713,0.571428571,0.75,0.360647914,0.071963624,0.164102312,0.75,0.75,0.678090428
SBP,"None, NAFL, Probable NASH",0.605098039,0.558148148,0.75,0.144836581,0.082457722,0.107875687,0.75,0.75,0.637748729
VFA (Volume),"Others, NASH",0.778155065,0.749869178,0.678125,0.460300282,0.430010466,0.177398874,0.778155065,0.749869178,0.735383081
Spleen_Vl_Nor_BSA,"None, NAFL",0.556428571,0.748888889,0.575949367,-0.090302916,-0.225813795,-0.040831131,0.748888889,0.748888889,0.627088942
Liver (HU),"Probable NASH, NASH, Cirrhosis",0.566129032,0.748494983,0.620967742,0.060200615,0.430226114,0.110123076,0.748494983,0.748494983,0.645197252
Liver (HU),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.685079365,0.748239437,0.679392447,0.236692849,0.40442506,0.142659158,0.748239437,0.748239437,0.704237083
Liver (HU),"NAFL, Probable NASH",0.823529412,0.725633528,0.747524752,0.109897477,0.34376858,0.118322732,0.823529412,0.747524752,0.765562564
SMA (Area),"NAFL, Probable NASH",0.725490196,0.69005848,0.747524752,0.076595211,0.289567486,0.118322732,0.747524752,0.747524752,0.721024476
Weight,"Others, NAFL",0.796556122,0.685897436,0.74695122,0.484435979,0.165902447,0.130463662,0.796556122,0.74695122,0.743134926
Sex,"None, NAFL",0.501071429,0.67,0.746835443,-0.001981072,0.178208422,0.153323636,0.746835443,0.746835443,0.639302291
TG,"None, NAFL",0.631428571,0.513333333,0.746835443,0.211003529,0.012136149,0.133128787,0.746835443,0.746835443,0.630532449
eGFR,"NAFL, Probable NASH, NASH",0.577358491,0.611394558,0.746753247,0.046073053,0.189236287,0.2045402,0.746753247,0.746753247,0.645168765
TG,"Others, None, NAFL, Probable NASH",0.584464555,0.552785069,0.746710526,0.138841399,0.069764993,0.097088367,0.746710526,0.746710526,0.627986717
Age,"Others, NAFL, Probable NASH, NASH",0.622444969,0.65830303,0.746132597,-0.158454411,-0.260859129,-0.189975789,0.746132597,0.746132597,0.675626865
AST,NASH,0.89254386,0.745920746,0.720518868,0.336727153,0.409224228,0.257959311,0.89254386,0.745920746,0.786327824
CAP,"Others, NASH, Cirrhosis",0.724185724,0.745678617,0.654285714,0.363636471,0.41460467,0.150949501,0.745678617,0.745678617,0.708050019
Liver (HU),"NASH, Cirrhosis",0.569230769,0.74535124,0.630769231,0.076117138,0.424988254,0.143776817,0.74535124,0.74535124,0.648450413
BMI_C,"Others, Cirrhosis",0.601010101,0.744897959,0.730769231,0.185831558,-0.267889846,-0.164468457,0.744897959,0.744897959,0.692225764
Alb,"Others, NAFL, Probable NASH",0.742296919,0.744696152,0.56640625,0.345902012,0.344709879,0.028382787,0.744696152,0.744696152,0.68446644
Age,"NAFL, Probable NASH, NASH",0.948427673,0.662956092,0.744480519,-0.26716493,-0.276923036,-0.202725369,0.948427673,0.744480519,0.785288095
Liver/Spleen Volume,"None, NAFL",0.637857143,0.744444444,0.670886076,0.220613454,0.221781406,0.091870044,0.744444444,0.744444444,0.684395888
FIB-4_C,"Others, NAFL",0.736607143,0.581196581,0.743902439,-0.424495129,-0.079585235,-0.141517419,0.743902439,0.743902439,0.687235388
Age,Probable NASH,,0.743809524,,,-0.420946125,,0.743809524,0.743809524,0.743809524
FIB-4_C,"Others, NAFL, Probable NASH",0.719362745,0.622258181,0.7421875,-0.343005629,-0.188641697,-0.113378571,0.7421875,0.7421875,0.694602809
Spleen (Volume),"Others, Probable NASH, NASH",0.655809583,0.651801802,0.742063492,0.227610108,0.261496771,0.198681522,0.742063492,0.742063492,0.683224959
CAP,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.743145161,0.741866403,0.676268116,0.368665266,0.382505135,0.132911573,0.743145161,0.741866403,0.72042656
Age,"Others, None, NAFL, Probable NASH, NASH",0.577493261,0.647142567,0.741707317,-0.117848712,-0.235164495,-0.176374198,0.741707317,0.741707317,0.655447715
Waist,"Others, NASH",0.7221279,0.741496599,0.6859375,0.36758466,0.415601738,0.185179526,0.741496599,0.741496599,0.716520666
Weight,Cirrhosis,0.507936508,0.740909091,0.64,-0.011446464,-0.324643072,-0.127194885,0.740909091,0.740909091,0.6296152
VFI,"Others, None, NAFL",0.655563187,0.655228758,0.740566038,0.26927002,0.123178066,0.112353791,0.740566038,0.740566038,0.683785994
TG,"None, NAFL, Probable NASH",0.635294118,0.551481481,0.74,0.186919003,0.073187577,0.103821117,0.74,0.74,0.642258533
Age,"None, NAFL, Probable NASH, NASH",0.591845587,0.648410333,0.739606742,-0.114953881,-0.245461739,-0.18632744,0.739606742,0.739606742,0.65995422
Spleen_Vl_Nor_BSA,NAFL,0.642857143,0.738562092,0.554545455,0.064979832,-0.253655778,-0.034772628,0.738562092,0.738562092,0.645321563
SMI,"Others, Probable NASH",0.746376812,0.738095238,,0.412068241,0.373396759,,0.746376812,0.738095238,0.742236025
VFA (Area),"Others, NASH",0.784380306,0.737833595,0.65,0.470602018,0.40929792,0.149388525,0.784380306,0.737833595,0.7240713
Liver (HU),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.617397661,0.73766408,0.669498382,0.154285884,0.385824754,0.133914773,0.73766408,0.73766408,0.674853374
VFA (Volume),"None, NAFL, Probable NASH",0.721568627,0.737037037,0.692,0.30519592,0.33596842,0.082807867,0.737037037,0.737037037,0.716868555
VFA (Volume),NAFL,0.517857143,0.62745098,0.736363636,-0.008122479,0.135514731,0.15068139,0.736363636,0.736363636,0.62722392
eGFR,"Others, Probable NASH, NASH",0.624960852,0.586261261,0.736111111,-0.182546277,0.148595902,0.193796636,0.736111111,0.736111111,0.649111075
Spleen (Volume),"Others, NASH",0.685342388,0.686551544,0.7359375,0.306710768,0.321044463,0.234975701,0.7359375,0.7359375,0.702610477
VFI,"Others, None, NAFL, Probable NASH",0.728883861,0.735783027,0.680921053,0.374969538,0.310581326,0.070958587,0.735783027,0.735783027,0.71519598
PLT,"NASH, Cirrhosis",0.733974359,0.73553719,0.697435897,0.257259063,0.408006688,0.21708436,0.73553719,0.73553719,0.722315815
VFI,"Others, NASH",0.778720996,0.734693878,0.6640625,0.461236803,0.403894647,0.163393699,0.778720996,0.734693878,0.725825791
VFA (Area),"Others, None, NAFL, Probable NASH, NASH",0.767969452,0.734594265,0.662926829,0.407412852,0.374834324,0.118857447,0.767969452,0.734594265,0.721830182
Waist,"Others, None, NAFL, Probable NASH",0.745286576,0.734324876,0.625,0.401841655,0.308660854,0.049025973,0.745286576,0.734324876,0.701537151
CAP,"None, NAFL, Probable NASH, NASH",0.748536109,0.733854943,0.681460674,0.311762503,0.387645958,0.141426028,0.748536109,0.733854943,0.721283909
CAP,"Others, Probable NASH, NASH",0.790635766,0.733558559,0.625992063,0.42519911,0.402931389,0.103566019,0.790635766,0.733558559,0.716728796
Spleen_Vl_Nor_WH,"None, NAFL",0.61,0.733333333,0.563291139,-0.176033533,-0.211700433,-0.034025942,0.733333333,0.733333333,0.635541491
Height,Probable NASH,,0.733333333,,,0.403244529,,0.733333333,0.733333333,0.733333333
CAP,"Others, NAFL, Probable NASH, NASH",0.744889937,0.732363636,0.679834254,0.317656215,0.383802682,0.139131213,0.744889937,0.732363636,0.719029276
Spleen_Vl_Nor_WH,"Probable NASH, NASH",0.531553398,0.50141844,0.732323232,0.020735789,0.002438716,0.211680594,0.732323232,0.732323232,0.58843169
Spleen_Vl_Nor_BSA,"Others, Probable NASH, NASH",0.596930786,0.595045045,0.732142857,0.14159865,0.163726465,0.190538837,0.732142857,0.732142857,0.641372896
Liver (HU),"NAFL, Probable NASH, NASH, Cirrhosis",0.558585859,0.731807512,0.656424581,0.047281212,0.388070393,0.131487766,0.731807512,0.731807512,0.648939317
VFA (Volume),"Others, None, NAFL, Probable NASH, NASH",0.745395328,0.731645312,0.689756098,0.373091819,0.370122493,0.138429781,0.745395328,0.731645312,0.722265579
BMI,"Others, None, NAFL",0.679429945,0.647058824,0.731132075,0.310586304,0.116696677,0.107949303,0.731132075,0.731132075,0.685873615
eGFR,"None, NAFL, Probable NASH, NASH",0.564519627,0.582029309,0.730617978,-0.080728914,0.135631524,0.179284549,0.730617978,0.730617978,0.625722305
VFA (Volume),"Others, NASH, Cirrhosis",0.75952876,0.730473752,0.640952381,0.419993778,0.388048659,0.137586641,0.75952876,0.730473752,0.710318297
VFA (Area),"NAFL, Probable NASH",0.852941176,0.729044834,0.698019802,0.119888157,0.348965945,0.094658185,0.852941176,0.729044834,0.760001938
VFA (Attenuation),NAFL,0.946428571,0.72875817,0.609090909,-0.203061976,-0.243231568,-0.069545257,0.946428571,0.72875817,0.761425883
SFA (Area),"Others, NAFL",0.52997449,0.728632479,0.664634146,0.048951606,-0.203987223,-0.086952877,0.728632479,0.728632479,0.641080372
HDL,"Others, NAFL, Probable NASH, NASH",0.690055031,0.578242424,0.728176796,-0.247350504,-0.129666906,-0.177121238,0.728176796,0.728176796,0.665491417
VFA (Attenuation),"Others, Probable NASH",0.725442834,0.728021978,,-0.377055907,-0.357599204,,0.728021978,0.728021978,0.726732406
VFI,"None, NAFL",0.657142857,0.626666667,0.727848101,0.251476476,0.114923092,0.122493392,0.727848101,0.727848101,0.670552542
SBP,"NAFL, Probable NASH",0.524509804,0.534356725,0.727722772,-0.008330577,0.052376395,0.108922428,0.727722772,0.727722772,0.595529767
VFA (Area),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.761648746,0.727205337,0.645289855,0.395666983,0.358364363,0.109261935,0.761648746,0.727205337,0.711381313
SMA (Attenuation),"Others, NAFL, Probable NASH",0.611344538,0.642934196,0.7265625,0.158565294,0.200861526,0.096597999,0.7265625,0.7265625,0.660280411
eGFR,"Probable NASH, NASH, Cirrhosis",0.582258065,0.609810479,0.725806452,-0.074884065,0.190118814,0.205564101,0.725806452,0.725806452,0.639291665
CAP,"Others, Probable NASH, NASH, Cirrhosis",0.744333043,0.725641026,0.611589404,0.356703949,0.384170815,0.093459928,0.744333043,0.725641026,0.693854491
VFI,"Others, NAFL",0.646045918,0.638888889,0.725609756,0.238508888,0.123917472,0.119157646,0.725609756,0.725609756,0.670181521
Waist to Height,"Others, NASH",0.718166384,0.725274725,0.63125,0.36102901,0.387684828,0.130714959,0.725274725,0.725274725,0.691563703
Spleen_Vl_Nor_WH,"Others, Probable NASH, NASH",0.523019104,0.509009009,0.725198413,0.03362682,0.015519096,0.184838957,0.725198413,0.725198413,0.585742175
VFA (Volume),"Others, Probable NASH, NASH",0.796742875,0.724774775,0.650793651,0.433488597,0.38720145,0.123768817,0.796742875,0.724774775,0.724103767
Spleen_Vl_Nor_BSA,"Probable NASH, NASH",0.57038835,0.577659574,0.724747475,0.046256759,0.133519708,0.204777966,0.724747475,0.724747475,0.624265133
FIB-4_C,"Others, None, NAFL, Probable NASH",0.590026395,0.596821231,0.723684211,-0.16445283,-0.142208015,-0.097823198,0.723684211,0.723684211,0.636843945
Spleen (Volume),NAFL,0.767857143,0.722222222,0.536363636,0.121837186,-0.236282095,-0.023181752,0.767857143,0.722222222,0.675481
CAP,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.71468254,0.722026604,0.655582923,0.275266228,0.362661429,0.124047067,0.722026604,0.722026604,0.697430689
CAP,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.714181287,0.721232155,0.655542071,0.282242329,0.36012118,0.123220987,0.721232155,0.721232155,0.696985171
HDL,"NAFL, Probable NASH, NASH",0.752830189,0.550401979,0.721103896,-0.151370406,-0.086071838,-0.184240557,0.752830189,0.721103896,0.674778688
SMA (Attenuation),"Others, None, NAFL, Probable NASH",0.557880845,0.63021289,0.720394737,0.094823433,0.171520794,0.08644046,0.720394737,0.720394737,0.636162824
VFA (Attenuation),"Others, NAFL",0.566326531,0.72008547,0.603658537,-0.108318447,-0.196361532,-0.054748107,0.72008547,0.72008547,0.630023512
FIB-4_C,"Others, Probable NASH",0.690016103,0.71978022,,-0.339621333,-0.368335587,,0.71978022,0.71978022,0.704898161
VFA (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.748387097,0.719710073,0.646376812,0.375612549,0.346542228,0.110079333,0.748387097,0.719710073,0.704824661
Spleen (Volume),"Probable NASH, NASH",0.575242718,0.617021277,0.71969697,0.049446881,0.20119408,0.200176214,0.71969697,0.71969697,0.637320322
PLT,"Probable NASH, NASH, Cirrhosis",0.773790323,0.719620959,0.649193548,0.249253932,0.380249007,0.135823203,0.773790323,0.719620959,0.71420161
VFI,"Others, NAFL, Probable NASH",0.730392157,0.719525351,0.66015625,0.328100515,0.308492986,0.068284793,0.730392157,0.719525351,0.703357919
