Feature,Subgroup Range,AUC (Steatosis Above None),AUC (Steatosis Above NAFL),AUC (Steatosis Above Probable NASH),Spearman Corr (Steatosis Above None),Spearman Corr (Steatosis Above NAFL),Spearman Corr (Steatosis Above Probable NASH),Max AUC
BMI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.7290091138258677,0.6176705756929638,0.5434877622377622,0.2613310640007754,0.19838079447369064,0.07391282091302938,0.7290091138258677
VFA (Volume),"Others, NASH, Cirrhosis",0.7285353535353535,0.7285353535353535,0.7285353535353535,0.3355720756258391,0.3355720756258391,0.3355720756258391,0.7285353535353535
Liver/Spleen HU,"Others, NAFL",0.7283950617283951,,,-0.369528665324024,,,0.7283950617283951
VFA (Area),"Others, None, NAFL",0.7282421740626075,,,0.39473341922489646,,,0.7282421740626075
SMI,"Others, NASH",0.7279902853673346,0.7279902853673346,0.7279902853673346,0.3642496432984657,0.3642496432984657,0.3642496432984657,0.7279902853673346
TFI,"Others, Probable NASH, NASH",0.7279335410176532,0.7279335410176532,0.585897147990119,0.31672323648268985,0.31672323648268985,0.14818457885693734,0.7279335410176532
Liver (HU),"Others, NASH",0.7273831208257437,0.7273831208257437,0.7273831208257437,0.3632796043016655,0.3632796043016655,0.3632796043016655,0.7273831208257437
VFI,"None, NAFL, Probable NASH",0.727346278317152,0.7262479871175523,,0.3083276323647338,0.3767094500763919,,0.727346278317152
SMI,"Others, NAFL, Probable NASH, NASH",0.726513098464318,0.6120382732532266,0.5479192938209332,0.27337596879699283,0.19264651051895876,0.0773945200102478,0.726513098464318
VFA (Volume),"None, NAFL, Probable NASH",0.7261326860841424,0.7190016103059581,,0.30668175532364095,0.3646440228497459,,0.7261326860841424
Liver (PDFF),"Others, None, NAFL, Probable NASH",0.666095564439368,0.7260466988727858,,0.2707950951203259,0.3584000166839887,,0.7260466988727858
SMA (Area),"Others, Probable NASH, NASH, Cirrhosis",0.7258153676064124,0.7258153676064124,0.5395392278953923,0.2922542932346625,0.2922542932346625,0.06818739119022325,0.7258153676064124
SMI,"Others, NAFL, Probable NASH",0.7256382596188422,0.6306935817805384,,0.3170832900438183,0.2164875568601721,,0.7256382596188422
VFA (Attenuation),"Others, Probable NASH",0.7254428341384863,0.7254428341384863,,-0.37705590654955967,-0.37705590654955967,,0.7254428341384863
SMI,"Others, Probable NASH, NASH, Cirrhosis",0.724709784411277,0.724709784411277,0.5398505603985057,0.29082342766191016,0.29082342766191016,0.06872429978227226,0.724709784411277
BMI,"Others, NASH, Cirrhosis",0.7239057239057238,0.7239057239057238,0.7239057239057238,0.32877606034272877,0.32877606034272877,0.32877606034272877,0.7239057239057238
VFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.7233856893542756,0.6630735212824765,0.5575340014316392,0.2436882072266189,0.2737380810882879,0.09799967538747183,0.7233856893542756
Waist,"Others, None, NAFL",0.7230822153422772,,,0.38580952881287917,,,0.7230822153422772
Liver (HU),"None, NAFL, Probable NASH",0.7228964401294498,0.6465378421900161,,0.3022927498807266,0.2439897505832858,,0.7228964401294498
VFA (Attenuation),"Others, NAFL, Probable NASH",0.6260338007910823,0.7220496894409938,,-0.1771118616101328,-0.3678145025465894,,0.7220496894409938
TFI,"Others, NASH",0.7219186399514268,0.7219186399514268,0.7219186399514268,0.3545492533304639,0.3545492533304639,0.3545492533304639,0.7219186399514268
BMI,"Others, None, NAFL, Probable NASH, NASH",0.7214251554280249,0.6640273451021114,0.6088992974238876,0.3262817609523577,0.28410498197809125,0.17006274432207874,0.7214251554280249
Weight,"Others, NASH, Cirrhosis",0.720959595959596,0.720959595959596,0.720959595959596,0.3245044774451488,0.3245044774451488,0.3245044774451488,0.720959595959596
AST,"Others, NAFL",0.7209226770630279,,,-0.3575927254104248,,,0.7209226770630279
FIB-4_C,"Others, NAFL",0.7209226770630279,,,-0.39267335914524,,,0.7209226770630279
VFA (Attenuation),"NAFL, Probable NASH",,0.7204424103737606,,,-0.37965171166143685,,0.7204424103737606
SMI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.719992243552453,0.5969260838663824,0.5292832167832168,0.25104098669140057,0.16340728228061088,0.0497703269245444,0.719992243552453
PT INR,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.7197862129144852,0.5181960567532706,0.5647369362920545,-0.23998300577277676,0.030572427906441806,0.110370517057024,0.7197862129144852
Weight,"Others, None, NAFL",0.7194702442380462,,,0.37963876474699726,,,0.7194702442380462
PT INR,"Others, None, NAFL",0.7192982456140351,,,-0.3796099676752898,,,0.7192982456140351
eGFR,"Others, Probable NASH",0.7190016103059581,0.7190016103059581,,-0.36628288064814374,-0.36628288064814374,,0.7190016103059581
LSM_C,"Probable NASH, NASH",,,0.7184604419101925,,,0.38699952269810006,0.7184604419101925
Waist to Height,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.7180987578277384,0.6974156992813709,0.6400531286894923,0.3081299608009676,0.33995773605184537,0.2333852884055648,0.7180987578277384
TFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.7179319371727749,0.6495301271420675,0.5574445239799569,0.2377387881048753,0.2510039014724809,0.09784726531688477,0.7179319371727749
BMI_C,"Others, Probable NASH, NASH, Cirrhosis",0.7177998894416806,0.7177998894416806,0.5509028642590288,0.29995892199277535,0.29995892199277535,0.0934146163343629,0.7177998894416806
Liver (PDFF),"Others, None, NAFL, Probable NASH, NASH",0.693089430894309,0.7177223952924887,0.6537151373216947,0.2845262731775842,0.3771062505921855,0.24004837815697952,0.7177223952924887
TFI,"None, NAFL, Probable NASH",0.7176375404530744,0.6945786366076221,,0.2951606160359907,0.32397906441919827,,0.7176375404530744
Liver/Spleen HU,"Others, None, NAFL",0.717578259373925,,,-0.3762907123733941,,,0.717578259373925
SFA (Attenuation),"NAFL, Probable NASH",,0.717391304347826,,,-0.37439701669034436,,0.717391304347826
LSM,"Others, Probable NASH, NASH, Cirrhosis",0.5199004975124377,0.5199004975124377,0.717310087173101,-0.025799388030951317,-0.025799388030951317,0.37539963106977264,0.717310087173101
VFA (Volume),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.7168411867364747,0.6437258153676062,0.5346277738010021,0.23654890428052658,0.24126068163713507,0.05898269731718755,0.7168411867364747
Waist to Height,"Others, None, NAFL, Probable NASH, NASH",0.7167623146819704,0.706386292834891,0.6575473706621248,0.31940937044641493,0.3574715451758196,0.24603296376200118,0.7167623146819704
Alb,"Others, None, NAFL",0.7163742690058479,,,0.375046380950398,,,0.7163742690058479
Waist,"None, NAFL",0.7163742690058479,,,0.34228460458348653,,,0.7163742690058479
VFA (Area),"Others, Cirrhosis",0.7160493827160495,0.7160493827160495,0.7160493827160495,0.3742726890122001,0.3742726890122001,0.3742726890122001,0.7160493827160495
SMA (Area),"Others, NASH, Cirrhosis",0.7154882154882154,0.7154882154882154,0.7154882154882154,0.3164141854888207,0.3164141854888207,0.3164141854888207,0.7154882154882154
Liver (PDFF),"None, NAFL, Probable NASH",0.6743527508090614,0.714975845410628,,0.23645766823701117,0.3579410077238315,,0.714975845410628
Liver (PDFF),"Others, NAFL, Probable NASH",0.6587558432218626,0.7148033126293997,,0.22309525506668654,0.3558112320672135,,0.7148033126293997
AST,"Others, NAFL, Probable NASH",0.7141316073354909,0.5355848861283644,,-0.3009909996718986,-0.05895985099414875,,0.7141316073354909
SMI,"Others, NASH, Cirrhosis",0.7133838383838385,0.7133838383838385,0.7133838383838385,0.31332420320865645,0.31332420320865645,0.31332420320865645,0.7133838383838385
Liver/Spleen HU,"NAFL, Probable NASH, NASH",,0.7125758321036235,0.650803756167436,,-0.35066954765884417,-0.25249369479067063,0.7125758321036235
Liver/Spleen Volume,"None, NAFL, Probable NASH, NASH",0.7123983739837398,0.6553594092534902,0.57157609397186,0.24553739855798484,0.2665083847542614,0.1160843543373693,0.7123983739837398
VFA (Attenuation),"None, NAFL",0.7119883040935673,,,-0.3353464031392267,,,0.7119883040935673
Spleen_Vl_Nor_BSA,"Others, Cirrhosis",0.7119341563786008,0.7119341563786008,0.7119341563786008,0.3671436854119678,0.3671436854119678,0.3671436854119678,0.7119341563786008
Weight,"Others, None, NAFL, Probable NASH",0.7114981915096136,0.6111111111111112,,0.3448785083545034,0.17619925064426303,,0.7114981915096136
HDL,"Others, Cirrhosis",0.7112482853223594,0.7112482853223594,0.7112482853223594,-0.368649255636377,-0.368649255636377,-0.368649255636377,0.7112482853223594
PT INR,"Others, None, NAFL, Probable NASH",0.7111174566914145,0.5625,,-0.3445460067487069,-0.09919509233831797,,0.7111174566914145
Alb,"NAFL, Probable NASH",,0.7095728451563691,,,0.36205393407431524,,0.7095728451563691
BMI,"Others, None, NAFL, Probable NASH",0.7094041500095183,0.6688808373590982,,0.3414066432386963,0.26776521024039956,,0.7094041500095183
Liver (PDFF),"None, NAFL, Probable NASH, NASH",0.7017276422764227,0.709357332410292,0.6374080289144186,0.2332017876256459,0.35913810927338097,0.22285265138346189,0.709357332410292
SMI,"Others, NAFL",0.7089018843404808,,,0.3379899456662126,,,0.7089018843404808
Liver/Spleen Volume,"Others, Cirrhosis",0.7078189300411523,0.7078189300411523,0.7078189300411523,-0.36001468181173535,-0.36001468181173535,-0.36001468181173535,0.7078189300411523
TFI,"Others, None, NAFL, Probable NASH, NASH",0.7076757532281204,0.703876773970232,0.6442410048967425,0.3060198987674699,0.35312493099967757,0.22525315263345377,0.7076757532281204
BMI_C,"Others, NAFL, Probable NASH, NASH",0.7072041553748871,0.6451935914552737,0.5901008827238335,0.2664670240686555,0.26602361125563917,0.1550625224004255,0.7072041553748871
FIB-4_C,"Others, NAFL, Probable NASH",0.7071197411003236,0.5253623188405797,,-0.3195812286093512,-0.046128229934045625,,0.7071197411003236
BMI,"Others, NAFL",0.7069525666016894,,,0.33483946381037255,,,0.7069525666016894
Liver (PDFF),"Others, NAFL, Probable NASH, NASH",0.6854110207768744,0.7069425901201601,0.6363177805800756,0.22377035930441783,0.3558316877510062,0.22016704245020488,0.7069425901201601
VFA (Area),"None, NAFL",0.706140350877193,,,0.3260954678802136,,,0.706140350877193
BMI,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.7057796940765835,0.6343629076838032,0.5641971664698938,0.29072669326208217,0.231379186746227,0.10697891178772428,0.7057796940765835
AST,"Others, Probable NASH",0.7057165861513688,0.7057165861513688,,-0.3441245690217511,-0.3441245690217511,,0.7057165861513688
Liver/Spleen HU,"None, NAFL",0.7054093567251463,,,-0.3249391009728369,,,0.7054093567251463
Height,"Others, NAFL, Probable NASH",0.70532182668105,0.531832298136646,,0.288697605824112,0.052758704282983133,,0.70532182668105
TFI,"Others, None, NAFL, Probable NASH",0.6809442223491338,0.7049114331723028,,0.2950037110737762,0.3248897746966166,,0.7049114331723028
Spleen (Volume),"Others, NASH, Cirrhosis",0.7041245791245793,0.7041245791245793,0.7041245791245793,0.29972828117593364,0.29972828117593364,0.29972828117593364,0.7041245791245793
BMI_C,"Others, NASH, Cirrhosis",0.7041245791245792,0.7041245791245792,0.7041245791245792,0.31883514302719307,0.31883514302719307,0.31883514302719307,0.7041245791245792
Waist to Height,"Others, Cirrhosis",0.7037037037037037,0.7037037037037037,0.7037037037037037,0.35288567821150296,0.35288567821150296,0.35288567821150296,0.7037037037037037
VFA (Attenuation),"Others, None, NAFL, Probable NASH, NASH",0.7018173122907699,0.7036171685704395,0.5925058548009368,-0.2973872130797289,-0.35267528125731806,-0.14446124696566148,0.7036171685704395
Waist to Height,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.7035097925150281,0.6752842928216063,0.6145979020979022,0.23223227459905238,0.29551106135622845,0.1947728316360529,0.7035097925150281
Waist to Height,"Others, NAFL, Probable NASH, NASH",0.7034778681120145,0.6851357365376057,0.6331651954602774,0.24557502281763757,0.3183354453858464,0.2150752977126886,0.7034778681120145
Liver (HU),"Others, None, NAFL, Probable NASH, NASH",0.7025346724055476,0.6874350986500519,0.6673408558654461,0.29844427663332984,0.3246471139835746,0.26132690475261205,0.7025346724055476
SFA (Attenuation),"None, NAFL, Probable NASH, NASH",0.702489837398374,0.6831660320756894,0.5622821737446754,-0.23408290269224152,-0.31420873434637214,-0.10101118298968566,0.702489837398374
Spleen (Volume),"Others, NAFL",0.7017543859649124,,,0.3264257484583484,,,0.7017543859649124
VFA (Volume),"Others, NAFL",0.7017543859649122,,,0.3264257484583484,,,0.7017543859649122
LSM_C,"Others, Probable NASH, NASH, Cirrhosis",0.5069098949695965,0.5069098949695965,0.7011207970112079,-0.009275262812080104,-0.009275262812080104,0.3597329707365362,0.7011207970112079
HDL,"Others, NASH, Cirrhosis",0.700547138047138,0.700547138047138,0.700547138047138,-0.29555885209560223,-0.29555885209560223,-0.29555885209560223,0.700547138047138
BMI_C,"Others, None, NAFL, Probable NASH, NASH",0.699366331898613,0.662859120803046,0.6102831594634873,0.3138541872557634,0.30135954335264425,0.1839939631802525,0.699366331898613
FIB-4,"Others, Probable NASH",0.6988727858293076,0.6988727858293076,,-0.3326171747062187,-0.3326171747062187,,0.6988727858293076
Weight,"Others, None, NAFL, Probable NASH, NASH",0.6979913916786228,0.5893042575285565,0.539865871833085,0.291788122879834,0.1546999667876132,0.06226454715653654,0.6979913916786228
Alb,"Others, Probable NASH, NASH, Cirrhosis",0.6978993919292427,0.6978993919292427,0.558997509339975,0.2566781786353509,0.2566781786353509,-0.10196395008624283,0.6978993919292427
Liver (PDFF),"Others, Probable NASH, NASH, Cirrhosis",0.6978993919292427,0.6978993919292427,0.5227272727272727,0.2561249375226663,0.2561249375226663,0.03919432721957714,0.6978993919292427
Liver/Spleen Volume,"None, NAFL, Probable NASH",0.6978155339805825,0.6757917337627484,,0.2682779576981403,0.2926983271649308,,0.6978155339805825
FIB-4,"Others, NAFL, Probable NASH",0.6975907946781733,0.5419254658385093,,-0.2776689527953437,-0.06944749348781758,,0.6975907946781733
BMI_C,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6974985456660849,0.623178749111585,0.5566870629370628,0.24037491233543995,0.22149019369040407,0.10275989206262355,0.6974985456660849
Liver (HU),"Others, Probable NASH, NASH",0.6974731741086881,0.6974731741086881,0.6173366269930385,0.27439727625417554,0.27439727625417554,0.2024220717718948,0.6974731741086881
Waist to Height,"None, NAFL, Probable NASH",0.6974110032362459,0.6784755770263017,,0.267729332017776,0.29716700391554046,,0.6974110032362459
FIB-4,"Others, NAFL",0.6965562053281351,,,-0.31801542321626536,,,0.6965562053281351
LSM,"Others, Probable NASH",0.6964573268921095,0.6964573268921095,,-0.3290344306260558,-0.3290344306260558,,0.6964573268921095
BMI,"None, NAFL, Probable NASH, NASH",0.6963922764227641,0.6309565016730125,0.5765457596488963,0.2270350072301355,0.22464788892778403,0.1241448745346041,0.6963922764227641
HDL,"Others, NASH",0.6958105646630237,0.6958105646630237,0.6958105646630237,-0.31401634092496045,-0.31401634092496045,-0.31401634092496045,0.6958105646630237
VFI,"NAFL, Probable NASH",,0.6948893974065599,,,0.33564364127853674,,0.6948893974065599
PT INR,"Others, None, NAFL, Probable NASH, NASH",0.6944643711142994,0.5498442367601246,0.5254417713434107,-0.28684443782958574,-0.08642076258214204,-0.039771502702843055,0.6944643711142994
Liver (PDFF),"NAFL, Probable NASH",,0.6937452326468345,,,0.33367313066437704,,0.6937452326468345
Liver (HU),"None, NAFL",0.6937134502923977,,,0.30643723045481064,,,0.6937134502923977
Waist to Height,"Others, None, NAFL, Probable NASH",0.681324957167333,0.6928341384863124,,0.29562444481617234,0.3057410649895469,,0.6928341384863124
BMI_C,"Others, NAFL, Probable NASH",0.6918374685364977,0.650103519668737,,0.28810381176962074,0.2657201626665362,,0.6918374685364977
Liver/Spleen Volume,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6913176265270506,0.6162704993550764,0.5202219040801718,0.2087056227907664,0.19517370527311828,0.03444467595267283,0.6913176265270506
HDL,"Others, Probable NASH, NASH, Cirrhosis",0.6911276948590381,0.6911276948590381,0.6237546699875467,-0.24838885990792176,-0.24838885990792176,-0.21430809381302762,0.6911276948590381
BMI_C,"None, NAFL, Probable NASH, NASH",0.6905487804878049,0.637879312334141,0.5841616109461727,0.2356330356733682,0.25300899807994603,0.14601022747313583,0.6905487804878049
Spleen (Volume),"Others, NASH",0.6903460837887067,0.6903460837887067,0.6903460837887067,0.30410722549685487,0.30410722549685487,0.30410722549685487,0.6903460837887067
FIB-4_C,"Others, Probable NASH",0.6900161030595813,0.6900161030595813,,-0.339621333383719,-0.339621333383719,,0.6900161030595813
Liver (PDFF),"NAFL, Probable NASH, NASH",,0.6899491719954091,0.6116504854368932,,0.31334413495007407,0.18693860358380518,0.6899491719954091
ALT,"Others, Cirrhosis",0.6893004115226338,0.6893004115226338,0.6893004115226338,-0.32797792392271125,-0.32797792392271125,-0.32797792392271125,0.6893004115226338
SFA (Attenuation),"Others, None, NAFL, Probable NASH",0.576051779935275,0.6892109500805152,,-0.12399156504363346,-0.299996452077426,,0.6892109500805152
BMI_C,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6891489580125244,0.6407891100055279,0.5770365997638726,0.2857329362850655,0.25923158771915633,0.13726296679608532,0.6891489580125244
SFA (Area),"None, NAFL, Probable NASH, NASH",0.6877540650406504,0.6423214491750316,0.5755776429585646,0.21704810940247482,0.24414277090270808,0.12257424734352597,0.6877540650406504
eGFR,"Others, NAFL, Probable NASH",0.687522473930241,0.6014492753623188,,-0.2635202163471733,-0.16804578671126227,,0.687522473930241
VFA (Area),"NAFL, Probable NASH",,0.6872616323417238,,,0.3225069038508053,,0.6872616323417238
SFI,"None, NAFL, Probable NASH, NASH",0.6869918699186992,0.6550132687204338,0.5982961146250161,0.21616689633813016,0.2659146044688825,0.15941972196195986,0.6869918699186992
